ori,Agency Name,Murder,Rape,Robbery,Aggravated Assault,Burglary,Theft,Motor Vehicle Theft,Year,Month,State,Type
AL0010200,Birmingham,5,3,40,165,113,469,96,2025,10,AL,City
AL0010200,Birmingham,8,3,29,163,127,461,107,2025,11,AL,City
AL0010200,Birmingham,11,2,26,162,102,501,83,2025,12,AL,City
AL0010200,Birmingham,3,2,24,149,110,463,123,2026,1,AL,City
AL0010200,Birmingham,7,3,12,172,133,393,89,2026,2,AL,City
AL0010200,Birmingham,3,2,11,135,96,415,78,2026,3,AL,City
AL0010200,Birmingham,3,3,23,150,87,393,82,2026,4,AL,City
AL0010200,Birmingham,3,3,16,185,111,441,69,2026,5,AL,City
AL0010200,Birmingham,6,2,21,164,99,376,68,2026,6,AL,City
AL0020100,Mobile,0,0,4,50,23,98,12,2025,10,AL,City
AL0020100,Mobile,2,0,5,92,52,173,77,2025,11,AL,City
AL0020100,Mobile,1,0,10,111,54,218,35,2025,12,AL,City
AL0020100,Mobile,3,1,10,160,43,330,34,2026,1,AL,City
AL0020100,Mobile,6,1,8,115,34,302,28,2026,2,AL,City
AL0020100,Mobile,3,4,9,110,52,379,24,2026,3,AL,City
AL0020100,Mobile,1,4,4,104,26,226,14,2026,4,AL,City
AL0020100,Mobile,3,7,9,129,45,149,14,2026,5,AL,City
AL0020100,Mobile,3,3,8,109,28,159,11,2026,6,AL,City
AR0040100,Bentonville,0,2,1,7,6,26,0,2025,10,AR,City
AR0040100,Bentonville,0,2,0,9,1,30,0,2025,11,AR,City
AR0040100,Bentonville,0,6,0,11,4,30,2,2025,12,AR,City
AR0040100,Bentonville,0,0,1,5,7,23,1,2026,1,AR,City
AR0040100,Bentonville,0,1,1,9,2,18,2,2026,2,AR,City
AR0040100,Bentonville,0,0,3,9,5,35,3,2026,3,AR,City
AR0040100,Bentonville,0,5,0,5,9,16,2,2026,4,AR,City
AR0040100,Bentonville,0,2,0,14,3,26,0,2026,5,AR,City
AR0040100,Bentonville,0,0,0,0,0,0,0,2026,6,AR,City
AR0230100,Conway,1,3,4,18,7,97,7,2025,10,AR,City
AR0230100,Conway,0,2,2,24,10,84,5,2025,11,AR,City
AR0230100,Conway,0,3,1,20,8,80,11,2025,12,AR,City
AR0230100,Conway,0,0,1,12,8,67,12,2026,1,AR,City
AR0230100,Conway,1,8,1,26,4,59,3,2026,2,AR,City
AR0230100,Conway,1,4,0,33,3,76,3,2026,3,AR,City
AR0230100,Conway,0,6,4,30,13,79,3,2026,4,AR,City
AR0230100,Conway,0,5,1,28,8,79,4,2026,5,AR,City
AR0230100,Conway,0,0,0,0,0,0,0,2026,6,AR,City
AR0720100,Fayetteville,0,4,0,31,9,157,29,2025,10,AR,City
AR0720100,Fayetteville,0,2,1,40,14,107,18,2025,11,AR,City
AR0720100,Fayetteville,0,5,4,35,11,129,9,2025,12,AR,City
AR0720100,Fayetteville,0,4,0,25,13,155,8,2026,1,AR,City
AR0720100,Fayetteville,0,9,1,18,8,107,15,2026,2,AR,City
AR0720100,Fayetteville,0,1,1,43,16,131,14,2026,3,AR,City
AR0720100,Fayetteville,0,4,1,44,15,120,9,2026,4,AR,City
AR0720100,Fayetteville,0,3,2,39,14,132,11,2026,5,AR,City
AR0720100,Fayetteville,0,0,0,0,0,0,0,2026,6,AR,City
AR0660100,Fort Smith,0,12,5,66,20,220,13,2025,10,AR,City
AR0660100,Fort Smith,0,9,6,50,25,204,11,2025,11,AR,City
AR0660100,Fort Smith,2,6,3,30,21,207,19,2025,12,AR,City
AR0660100,Fort Smith,1,7,3,53,30,186,21,2026,1,AR,City
AR0660100,Fort Smith,0,4,1,47,15,129,23,2026,2,AR,City
AR0660100,Fort Smith,0,17,4,52,31,157,16,2026,3,AR,City
AR0660100,Fort Smith,0,9,2,58,23,217,18,2026,4,AR,City
AR0660100,Fort Smith,0,5,2,46,22,160,27,2026,5,AR,City
AR0660100,Fort Smith,0,0,0,0,0,0,0,2026,6,AR,City
AR0160100,Jonesboro,0,8,2,53,22,111,9,2025,10,AR,City
AR0160100,Jonesboro,0,6,2,25,17,106,13,2025,11,AR,City
AR0160100,Jonesboro,1,3,3,24,11,120,7,2025,12,AR,City
AR0160100,Jonesboro,1,5,4,19,12,122,7,2026,1,AR,City
AR0160100,Jonesboro,1,4,5,30,12,90,1,2026,2,AR,City
AR0160100,Jonesboro,0,7,2,32,18,138,4,2026,3,AR,City
AR0160100,Jonesboro,0,11,8,20,20,143,7,2026,4,AR,City
AR0160100,Jonesboro,1,3,1,40,31,129,7,2026,5,AR,City
AR0160100,Jonesboro,0,0,0,0,0,0,0,2026,6,AR,City
AR0600300,North Little Rock,0,2,3,37,30,194,28,2025,10,AR,City
AR0600300,North Little Rock,3,2,11,42,39,136,22,2025,11,AR,City
AR0600300,North Little Rock,1,2,1,61,62,168,32,2025,12,AR,City
AR0600300,North Little Rock,1,2,3,44,28,132,25,2026,1,AR,City
AR0600300,North Little Rock,0,2,11,37,23,124,17,2026,2,AR,City
AR0600300,North Little Rock,2,1,7,63,131,151,24,2026,3,AR,City
AR0600300,North Little Rock,1,2,7,62,28,165,20,2026,4,AR,City
AR0600300,North Little Rock,0,0,3,61,23,135,25,2026,5,AR,City
AR0600300,North Little Rock,0,0,0,0,0,0,0,2026,6,AR,City
CA0010000,Alameda,0,1,18,34,20,101,32,2025,10,CA,County
CA0010100,Alameda,0,2,7,12,8,221,57,2025,10,CA,City
CA0010000,Alameda,1,5,12,37,11,127,40,2025,11,CA,County
CA0010100,Alameda,0,1,4,10,18,149,43,2025,11,CA,City
CA0010000,Alameda,0,1,13,35,13,162,38,2025,12,CA,County
CA0010100,Alameda,0,4,11,11,16,171,39,2025,12,CA,City
CA0010000,Alameda,1,4,14,46,7,112,33,2026,1,CA,County
CA0010100,Alameda,0,3,4,9,49,177,38,2026,1,CA,City
CA0010000,Alameda,0,1,12,28,10,122,32,2026,2,CA,County
CA0010100,Alameda,0,1,6,7,9,158,26,2026,2,CA,City
CA0010000,Alameda,0,4,13,38,10,108,32,2026,3,CA,County
CA0010100,Alameda,0,3,12,13,6,195,31,2026,3,CA,City
CA0010000,Alameda,0,4,10,37,7,122,36,2026,4,CA,County
CA0010100,Alameda,0,1,8,12,3,174,47,2026,4,CA,City
CA0010000,Alameda,0,1,12,26,13,110,36,2026,5,CA,County
CA0010100,Alameda,0,1,7,17,4,164,41,2026,5,CA,City
CA0010000,Alameda,0,2,13,25,6,77,22,2026,6,CA,County
CA0010100,Alameda,0,1,9,12,7,145,27,2026,6,CA,City
CA030490X,Aliso Viejo,0,0,0,2,3,18,3,2025,10,CA,City
CA030490X,Aliso Viejo,0,0,0,8,3,22,3,2025,11,CA,City
CA030490X,Aliso Viejo,0,0,0,0,3,18,9,2025,12,CA,City
CA030490X,Aliso Viejo,0,0,0,7,3,15,6,2026,1,CA,City
CA030490X,Aliso Viejo,0,0,0,4,0,11,4,2026,2,CA,City
CA030490X,Aliso Viejo,0,0,1,3,1,22,3,2026,3,CA,City
CA030490X,Aliso Viejo,0,1,1,0,0,19,4,2026,4,CA,City
CA030490X,Aliso Viejo,0,0,0,0,3,12,2,2026,5,CA,City
CA030490X,Aliso Viejo,0,1,0,4,0,16,3,2026,6,CA,City
CA0300100,Anaheim,0,11,24,215,71,361,80,2025,10,CA,City
CA0300100,Anaheim,0,4,18,149,62,292,76,2025,11,CA,City
CA0300100,Anaheim,0,6,15,130,65,333,76,2025,12,CA,City
CA0300100,Anaheim,0,7,22,104,50,380,68,2026,1,CA,City
CA0300100,Anaheim,1,9,24,89,101,302,55,2026,2,CA,City
CA0300100,Anaheim,1,13,16,107,71,396,69,2026,3,CA,City
CA0300100,Anaheim,1,13,19,100,62,301,60,2026,4,CA,City
CA0300100,Anaheim,2,4,20,151,45,380,61,2026,5,CA,City
CA0300100,Anaheim,0,6,19,155,43,314,70,2026,6,CA,City
CA0190200,Arcadia,0,2,4,4,26,75,7,2025,10,CA,City
CA0190200,Arcadia,0,1,2,2,28,65,10,2025,11,CA,City
CA0190200,Arcadia,0,1,5,8,25,89,6,2025,12,CA,City
CA0190200,Arcadia,0,0,3,2,22,67,4,2026,1,CA,City
CA0190200,Arcadia,0,0,1,2,14,69,3,2026,2,CA,City
CA0190200,Arcadia,0,2,3,12,12,67,9,2026,3,CA,City
CA0190200,Arcadia,0,0,3,7,10,85,9,2026,4,CA,City
CA0190200,Arcadia,0,2,4,7,25,49,5,2026,5,CA,City
CA0190200,Arcadia,0,0,4,4,20,78,4,2026,6,CA,City
CA0150200,Bakersfield,4,5,40,134,124,474,165,2025,10,CA,City
CA0150200,Bakersfield,2,8,44,74,124,486,181,2025,11,CA,City
CA0150200,Bakersfield,2,7,42,101,135,597,152,2025,12,CA,City
CA0150200,Bakersfield,2,9,42,122,117,605,189,2026,1,CA,City
CA0150200,Bakersfield,2,5,40,93,127,508,145,2026,2,CA,City
CA0150200,Bakersfield,0,10,44,136,106,476,154,2026,3,CA,City
CA0150200,Bakersfield,1,9,34,127,127,486,162,2026,4,CA,City
CA0150200,Bakersfield,0,19,66,149,104,529,179,2026,5,CA,City
CA0150200,Bakersfield,0,8,24,149,78,384,126,2026,6,CA,City
CA0190600,Baldwin Park,0,0,6,20,12,51,16,2025,10,CA,City
CA0190600,Baldwin Park,3,0,2,15,16,58,10,2025,11,CA,City
CA0190600,Baldwin Park,0,1,9,18,42,36,12,2025,12,CA,City
CA0190600,Baldwin Park,0,0,5,8,9,39,9,2026,1,CA,City
CA0190600,Baldwin Park,0,0,2,11,4,58,6,2026,2,CA,City
CA0190600,Baldwin Park,0,0,3,19,3,59,18,2026,3,CA,City
CA0190600,Baldwin Park,4,0,1,19,9,41,8,2026,4,CA,City
CA0190600,Baldwin Park,0,0,3,14,16,56,12,2026,5,CA,City
CA0190600,Baldwin Park,0,0,3,10,15,63,7,2026,6,CA,City
CA0330200,Beaumont,0,1,0,12,2,21,4,2025,10,CA,City
CA0330200,Beaumont,0,0,2,11,6,22,1,2025,11,CA,City
CA0330200,Beaumont,0,0,0,16,2,39,4,2025,12,CA,City
CA0330200,Beaumont,0,0,0,2,4,41,7,2026,1,CA,City
CA0330200,Beaumont,0,0,0,8,2,19,4,2026,2,CA,City
CA0330200,Beaumont,0,0,1,5,7,28,4,2026,3,CA,City
CA0330200,Beaumont,1,1,0,11,2,32,3,2026,4,CA,City
CA0330200,Beaumont,0,0,2,11,4,45,1,2026,5,CA,City
CA0330200,Beaumont,0,1,1,6,4,31,5,2026,6,CA,City
CA0010300,Berkeley,0,8,15,59,52,331,49,2025,10,CA,City
CA0010300,Berkeley,0,5,7,28,47,296,48,2025,11,CA,City
CA0010300,Berkeley,0,3,8,39,64,290,42,2025,12,CA,City
CA0010300,Berkeley,0,0,8,53,40,318,40,2026,1,CA,City
CA0010300,Berkeley,0,2,8,39,57,311,52,2026,2,CA,City
CA0010300,Berkeley,0,4,4,43,52,318,41,2026,3,CA,City
CA0010300,Berkeley,0,4,13,49,48,268,53,2026,4,CA,City
CA0010300,Berkeley,1,1,8,35,37,301,39,2026,5,CA,City
CA0010300,Berkeley,0,0,0,0,0,0,0,2026,6,CA,City
CA0070200,Brentwood,0,0,2,4,8,81,6,2025,10,CA,City
CA0070200,Brentwood,0,2,3,6,4,64,6,2025,11,CA,City
CA0070200,Brentwood,0,4,3,6,9,77,6,2025,12,CA,City
CA0070200,Brentwood,0,0,3,4,4,50,7,2026,1,CA,City
CA0070200,Brentwood,0,1,3,3,10,63,9,2026,2,CA,City
CA0070200,Brentwood,0,1,1,7,4,53,7,2026,3,CA,City
CA0070200,Brentwood,0,3,2,8,3,67,10,2026,4,CA,City
CA0070200,Brentwood,0,1,3,5,2,49,7,2026,5,CA,City
CA0070200,Brentwood,0,0,0,0,0,0,0,2026,6,CA,City
CA0300300,Buena Park,0,2,12,12,11,135,15,2025,10,CA,City
CA0300300,Buena Park,0,3,5,9,7,103,13,2025,11,CA,City
CA0300300,Buena Park,1,3,2,16,3,108,24,2025,12,CA,City
CA0300300,Buena Park,0,0,3,7,8,94,16,2026,1,CA,City
CA0300300,Buena Park,0,3,2,4,7,102,17,2026,2,CA,City
CA0300300,Buena Park,0,0,8,5,6,104,22,2026,3,CA,City
CA0300300,Buena Park,0,2,7,11,6,93,15,2026,4,CA,City
CA0300300,Buena Park,0,2,7,14,9,98,23,2026,5,CA,City
CA0300300,Buena Park,0,0,0,0,0,0,0,2026,6,CA,City
CA0191200,Burbank,0,0,5,19,22,146,13,2025,10,CA,City
CA0191200,Burbank,0,0,4,24,40,132,14,2025,11,CA,City
CA0191200,Burbank,0,1,6,37,17,179,13,2025,12,CA,City
CA0191200,Burbank,0,0,5,33,18,160,17,2026,1,CA,City
CA0191200,Burbank,0,1,2,18,29,164,18,2026,2,CA,City
CA0191200,Burbank,0,0,2,19,25,171,12,2026,3,CA,City
CA0191200,Burbank,1,1,7,30,25,205,12,2026,4,CA,City
CA0191200,Burbank,0,1,5,14,24,152,11,2026,5,CA,City
CA0191200,Burbank,0,0,1,15,6,69,10,2026,6,CA,City
CA0560100,Camarillo,0,1,2,10,1,44,2,2025,10,CA,City
CA0560100,Camarillo,0,1,0,5,3,53,0,2025,11,CA,City
CA0560100,Camarillo,0,1,0,8,2,53,2,2025,12,CA,City
CA0560100,Camarillo,1,0,1,3,2,43,1,2026,1,CA,City
CA0560100,Camarillo,0,1,0,2,2,33,6,2026,2,CA,City
CA0560100,Camarillo,0,0,0,4,3,55,3,2026,3,CA,City
CA0560100,Camarillo,1,0,1,5,3,42,2,2026,4,CA,City
CA0560100,Camarillo,0,0,1,8,3,65,4,2026,5,CA,City
CA0560100,Camarillo,0,0,0,5,1,32,1,2026,6,CA,City
CA0040200,Chico,0,13,9,37,15,142,21,2025,10,CA,City
CA0040200,Chico,0,5,7,44,10,157,13,2025,11,CA,City
CA0040200,Chico,1,7,7,30,11,183,23,2025,12,CA,City
CA0040200,Chico,1,8,6,28,13,134,27,2026,1,CA,City
CA0040200,Chico,0,7,4,29,13,107,28,2026,2,CA,City
CA0040200,Chico,0,17,8,28,18,134,18,2026,3,CA,City
CA0040200,Chico,0,10,2,34,15,127,28,2026,4,CA,City
CA0040200,Chico,0,13,6,29,17,101,17,2026,5,CA,City
CA0040200,Chico,2,5,3,31,18,75,14,2026,6,CA,City
CA0360200,Chino,0,2,5,13,11,126,7,2025,10,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2025,10,CA,City
CA0360200,Chino,0,1,0,23,7,130,5,2025,11,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2025,11,CA,City
CA0360200,Chino,0,1,7,11,15,133,12,2025,12,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2025,12,CA,City
CA0360200,Chino,0,5,4,12,15,162,11,2026,1,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,1,CA,City
CA0360200,Chino,0,1,6,15,24,112,6,2026,2,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,2,CA,City
CA0360200,Chino,0,4,3,14,9,186,13,2026,3,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,3,CA,City
CA0360200,Chino,0,4,8,21,8,104,10,2026,4,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,4,CA,City
CA0360200,Chino,0,2,2,19,11,144,4,2026,5,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,5,CA,City
CA0360200,Chino,0,1,6,22,27,131,13,2026,6,CA,City
CA0360200,Chino,0,0,0,0,0,0,0,2026,6,CA,City
CA0349600,Citrus Heights,0,2,6,19,7,113,9,2025,10,CA,City
CA0349600,Citrus Heights,0,4,5,30,7,99,12,2025,11,CA,City
CA0349600,Citrus Heights,0,1,1,11,13,144,21,2025,12,CA,City
CA0349600,Citrus Heights,0,2,3,14,22,114,17,2026,1,CA,City
CA0349600,Citrus Heights,0,2,8,16,13,66,8,2026,2,CA,City
CA0349600,Citrus Heights,0,2,3,11,15,103,8,2026,3,CA,City
CA0349600,Citrus Heights,0,4,5,18,5,86,20,2026,4,CA,City
CA0349600,Citrus Heights,0,3,3,12,16,105,11,2026,5,CA,City
CA0349600,Citrus Heights,0,2,4,11,10,71,19,2026,6,CA,City
CA0100100,Clovis,0,1,2,14,19,138,25,2025,10,CA,City
CA0100100,Clovis,0,1,0,3,0,1,0,2025,10,CA,City
CA0100100,Clovis,0,1,2,21,21,102,8,2025,11,CA,City
CA0100100,Clovis,0,1,0,3,0,1,0,2025,11,CA,City
CA0100100,Clovis,1,2,3,9,17,121,8,2025,12,CA,City
CA0100100,Clovis,0,1,0,2,0,0,0,2025,12,CA,City
CA0100100,Clovis,0,2,1,24,11,112,13,2026,1,CA,City
CA0100100,Clovis,0,0,0,1,0,2,0,2026,1,CA,City
CA0100100,Clovis,0,5,5,9,5,95,20,2026,2,CA,City
CA0100100,Clovis,0,0,0,2,0,1,0,2026,2,CA,City
CA0100100,Clovis,0,0,5,23,16,87,10,2026,3,CA,City
CA0100100,Clovis,0,1,0,3,0,3,0,2026,3,CA,City
CA0100100,Clovis,0,1,3,23,17,95,22,2026,4,CA,City
CA0100100,Clovis,0,1,0,1,0,0,0,2026,4,CA,City
CA0100100,Clovis,0,5,4,28,10,96,12,2026,5,CA,City
CA0100100,Clovis,0,1,0,0,0,0,0,2026,5,CA,City
CA0100100,Clovis,0,0,0,0,0,0,0,2026,6,CA,City
CA0100100,Clovis,0,2,0,1,0,0,0,2026,6,CA,City
CA0331500,Corona,0,3,9,15,17,190,24,2025,10,CA,City
CA0331500,Corona,0,3,7,31,13,169,17,2025,11,CA,City
CA0331500,Corona,0,3,5,7,16,175,20,2025,12,CA,City
CA0331500,Corona,0,1,6,27,13,189,16,2026,1,CA,City
CA0331500,Corona,0,1,1,20,7,147,10,2026,2,CA,City
CA0331500,Corona,1,4,6,25,17,180,13,2026,3,CA,City
CA0331500,Corona,0,3,4,22,10,142,14,2026,4,CA,City
CA0331500,Corona,0,6,5,20,16,130,24,2026,5,CA,City
CA0331500,Corona,0,1,8,22,6,128,5,2026,6,CA,City
CA0410600,Daly City,0,3,7,9,3,111,11,2025,10,CA,City
CA0410600,Daly City,0,1,4,17,6,105,11,2025,11,CA,City
CA0410600,Daly City,0,2,3,12,3,116,7,2025,12,CA,City
CA0410600,Daly City,0,1,8,11,1,106,6,2026,1,CA,City
CA0410600,Daly City,0,3,5,7,4,99,4,2026,2,CA,City
CA0410600,Daly City,0,1,3,3,1,35,5,2026,3,CA,City
CA0410600,Daly City,0,0,0,15,1,114,10,2026,4,CA,City
CA0410600,Daly City,0,4,5,12,5,77,10,2026,5,CA,City
CA0410600,Daly City,0,0,0,0,0,0,0,2026,6,CA,City
CA0570100,Davis,0,0,1,7,2,149,4,2025,10,CA,City
CA0570100,Davis,0,3,2,11,4,75,7,2025,11,CA,City
CA0570100,Davis,0,1,0,6,3,66,5,2025,12,CA,City
CA0570100,Davis,0,0,0,6,6,84,8,2026,1,CA,City
CA0570100,Davis,0,1,1,9,5,92,4,2026,2,CA,City
CA0570100,Davis,0,1,0,8,3,90,5,2026,3,CA,City
CA0570100,Davis,0,2,1,8,4,79,2,2026,4,CA,City
CA0570100,Davis,0,1,3,6,3,76,2,2026,5,CA,City
CA0570100,Davis,0,1,1,9,2,74,5,2026,6,CA,City
CA0090000,El Dorado,0,6,0,20,4,57,5,2025,10,CA,County
CA0090000,El Dorado,0,1,2,9,5,51,0,2025,11,CA,County
CA0090000,El Dorado,0,5,1,16,14,47,1,2025,12,CA,County
CA0090000,El Dorado,0,1,1,9,9,44,5,2026,1,CA,County
CA0090000,El Dorado,2,5,0,9,11,40,0,2026,2,CA,County
CA0090000,El Dorado,0,6,4,20,9,47,1,2026,3,CA,County
CA0090000,El Dorado,0,3,1,18,6,21,2,2026,4,CA,County
CA0090000,El Dorado,0,7,1,13,6,60,0,2026,5,CA,County
CA0090000,El Dorado,0,2,0,12,4,39,1,2026,6,CA,County
CA0192200,El Monte,0,2,14,17,32,140,29,2025,10,CA,City
CA0192200,El Monte,0,2,16,24,17,137,38,2025,11,CA,City
CA0192200,El Monte,0,0,6,14,25,119,32,2025,12,CA,City
CA0192200,El Monte,0,4,11,18,17,124,35,2026,1,CA,City
CA0192200,El Monte,0,1,7,21,18,119,19,2026,2,CA,City
CA0192200,El Monte,0,0,13,19,30,106,27,2026,3,CA,City
CA0192200,El Monte,1,4,12,22,19,105,28,2026,4,CA,City
CA0192200,El Monte,0,5,16,27,19,129,12,2026,5,CA,City
CA0192200,El Monte,0,0,0,0,0,0,0,2026,6,CA,City
CA0340H00,Elk Grove,0,0,15,24,5,178,15,2025,10,CA,City
CA0340H00,Elk Grove,2,1,12,7,17,185,9,2025,11,CA,City
CA0340H00,Elk Grove,1,2,7,18,23,216,4,2025,12,CA,City
CA0340H00,Elk Grove,0,3,10,21,10,159,13,2026,1,CA,City
CA0340H00,Elk Grove,0,2,6,13,23,147,16,2026,2,CA,City
CA0340H00,Elk Grove,0,2,6,9,23,131,7,2026,3,CA,City
CA0340H00,Elk Grove,0,2,8,11,16,126,7,2026,4,CA,City
CA0340H00,Elk Grove,0,1,8,25,15,152,6,2026,5,CA,City
CA0340H00,Elk Grove,0,2,8,12,5,97,8,2026,6,CA,City
CA0480300,Fairfield,0,3,16,32,18,148,31,2025,10,CA,City
CA0480300,Fairfield,1,5,11,33,26,130,26,2025,11,CA,City
CA0480300,Fairfield,2,2,11,31,23,105,30,2025,12,CA,City
CA0480300,Fairfield,0,6,10,32,9,107,33,2026,1,CA,City
CA0480300,Fairfield,0,3,8,29,9,110,15,2026,2,CA,City
CA0480300,Fairfield,0,3,16,30,29,132,17,2026,3,CA,City
CA0480300,Fairfield,0,7,10,33,16,128,9,2026,4,CA,City
CA0480300,Fairfield,1,2,17,46,12,129,15,2026,5,CA,City
CA0480300,Fairfield,1,9,20,36,17,114,17,2026,6,CA,City
CA0340100,Folsom,0,3,1,5,3,84,5,2025,10,CA,City
CA0340100,Folsom,0,2,3,10,4,76,3,2025,11,CA,City
CA0340100,Folsom,0,1,0,9,4,120,1,2025,12,CA,City
CA0340100,Folsom,0,1,4,7,3,79,1,2026,1,CA,City
CA0340100,Folsom,0,2,3,5,6,61,3,2026,2,CA,City
CA0340100,Folsom,0,1,1,10,6,62,5,2026,3,CA,City
CA0340100,Folsom,0,2,1,3,6,66,2,2026,4,CA,City
CA0340100,Folsom,0,0,0,7,13,59,4,2026,5,CA,City
CA0340100,Folsom,0,2,2,1,6,62,6,2026,6,CA,City
CA0300700,Fountain Valley,0,2,2,1,9,68,6,2025,10,CA,City
CA0300700,Fountain Valley,0,0,1,6,8,57,7,2025,11,CA,City
CA0300700,Fountain Valley,0,1,1,9,11,52,4,2025,12,CA,City
CA0300700,Fountain Valley,0,0,4,4,7,51,8,2026,1,CA,City
CA0300700,Fountain Valley,0,2,3,5,45,47,1,2026,2,CA,City
CA0300700,Fountain Valley,0,0,3,4,11,63,6,2026,3,CA,City
CA0300700,Fountain Valley,0,1,1,4,6,49,4,2026,4,CA,City
CA0300700,Fountain Valley,0,4,2,10,6,43,4,2026,5,CA,City
CA0300700,Fountain Valley,0,1,1,6,5,62,2,2026,6,CA,City
CA0100500,Fresno,3,26,62,223,147,922,209,2025,10,CA,City
CA0100500,Fresno,2,13,51,204,160,829,158,2025,11,CA,City
CA0100500,Fresno,1,15,59,181,156,875,178,2025,12,CA,City
CA0100500,Fresno,2,16,66,189,160,870,192,2026,1,CA,City
CA0100500,Fresno,2,12,71,177,141,839,197,2026,2,CA,City
CA0100500,Fresno,5,11,62,257,115,921,171,2026,3,CA,City
CA0100500,Fresno,1,21,62,171,108,770,183,2026,4,CA,City
CA0100500,Fresno,2,13,77,221,129,779,199,2026,5,CA,City
CA0100500,Fresno,1,8,82,212,110,683,158,2026,6,CA,City
CA0300800,Fullerton,0,2,9,21,25,167,18,2025,10,CA,City
CA0300800,Fullerton,0,9,6,30,34,124,12,2025,11,CA,City
CA0300800,Fullerton,0,6,8,20,17,139,22,2025,12,CA,City
CA0300800,Fullerton,1,4,7,23,24,124,25,2026,1,CA,City
CA0300800,Fullerton,0,2,7,22,18,112,12,2026,2,CA,City
CA0300800,Fullerton,0,5,1,30,20,159,10,2026,3,CA,City
CA0300800,Fullerton,0,0,5,30,14,128,10,2026,4,CA,City
CA0300800,Fullerton,0,4,12,29,27,144,10,2026,5,CA,City
CA0300800,Fullerton,0,1,5,12,5,45,3,2026,6,CA,City
CA0192400,Gardena,0,2,4,17,26,96,28,2025,10,CA,City
CA0192400,Gardena,0,3,8,23,24,89,23,2025,11,CA,City
CA0192400,Gardena,0,0,5,17,30,90,21,2025,12,CA,City
CA0192400,Gardena,0,1,12,13,8,93,39,2026,1,CA,City
CA0192400,Gardena,0,1,10,19,10,76,23,2026,2,CA,City
CA0192400,Gardena,0,3,5,21,17,92,26,2026,3,CA,City
CA0192400,Gardena,0,2,11,25,14,105,14,2026,4,CA,City
CA0192400,Gardena,0,2,9,30,9,107,26,2026,5,CA,City
CA0192400,Gardena,0,1,13,23,5,74,25,2026,6,CA,City
CA0430400,Gilroy,0,1,4,20,17,90,25,2025,10,CA,City
CA0430400,Gilroy,0,3,3,10,14,74,13,2025,11,CA,City
CA0430400,Gilroy,0,1,6,17,6,76,26,2025,12,CA,City
CA0430400,Gilroy,0,1,5,7,12,67,12,2026,1,CA,City
CA0430400,Gilroy,0,3,4,15,9,68,15,2026,2,CA,City
CA0430400,Gilroy,0,3,3,18,2,60,15,2026,3,CA,City
CA0430400,Gilroy,0,2,5,14,11,46,10,2026,4,CA,City
CA0430400,Gilroy,0,2,2,9,4,65,15,2026,5,CA,City
CA0430400,Gilroy,0,1,5,14,2,52,13,2026,6,CA,City
CA0010600,Hayward,0,2,16,48,39,234,101,2025,10,CA,City
CA0010600,Hayward,0,6,19,32,41,244,102,2025,11,CA,City
CA0010600,Hayward,0,3,12,22,30,193,87,2025,12,CA,City
CA0010600,Hayward,0,6,16,50,23,179,95,2026,1,CA,City
CA0010600,Hayward,0,6,5,28,20,228,95,2026,2,CA,City
CA0010600,Hayward,0,4,13,41,31,242,110,2026,3,CA,City
CA0010600,Hayward,0,8,16,41,21,245,94,2026,4,CA,City
CA0010600,Hayward,0,5,18,29,21,213,71,2026,5,CA,City
CA0010600,Hayward,0,4,18,39,15,223,86,2026,6,CA,City
CA0302600,Irvine,0,5,1,17,37,246,10,2025,10,CA,City
CA0302600,Irvine,0,3,4,12,28,229,14,2025,11,CA,City
CA0302600,Irvine,0,3,5,13,38,244,21,2025,12,CA,City
CA0302600,Irvine,0,3,2,11,34,186,12,2026,1,CA,City
CA0302600,Irvine,0,2,4,10,32,176,23,2026,2,CA,City
CA0302600,Irvine,0,3,5,12,30,195,12,2026,3,CA,City
CA0302600,Irvine,0,2,6,14,28,181,10,2026,4,CA,City
CA0302600,Irvine,0,4,5,15,31,186,14,2026,5,CA,City
CA0302600,Irvine,0,2,4,18,40,169,18,2026,6,CA,City
CA030390X,Laguna Niguel,0,0,0,7,3,17,0,2025,10,CA,City
CA030390X,Laguna Niguel,0,1,0,2,3,33,0,2025,11,CA,City
CA030390X,Laguna Niguel,0,1,1,4,2,30,1,2025,12,CA,City
CA030390X,Laguna Niguel,0,0,2,2,3,27,0,2026,1,CA,City
CA030390X,Laguna Niguel,0,0,0,3,3,19,7,2026,2,CA,City
CA030390X,Laguna Niguel,0,0,1,6,2,23,4,2026,3,CA,City
CA030390X,Laguna Niguel,0,0,2,3,2,24,5,2026,4,CA,City
CA030390X,Laguna Niguel,0,0,1,5,1,21,4,2026,5,CA,City
CA030390X,Laguna Niguel,0,1,2,5,3,25,3,2026,6,CA,City
CA0310300,Lincoln,0,1,0,0,1,19,1,2025,10,CA,City
