ori,Agency Name,Murder,Rape,Robbery,Aggravated Assault,Burglary,Theft,Motor Vehicle Theft,Year,Month,State,Type
IN0840100,Terre Haute,0,0,0,0,0,0,0,2026,6,IN,City
IN0290400,Westfield,0,0,0,5,1,21,1,2025,10,IN,City
IN0290400,Westfield,0,0,0,0,3,13,0,2025,11,IN,City
IN0290400,Westfield,0,0,1,3,1,15,1,2025,12,IN,City
IN0290400,Westfield,1,1,0,1,1,27,2,2026,1,IN,City
IN0290400,Westfield,0,0,0,0,1,21,3,2026,2,IN,City
IN0290400,Westfield,1,2,0,0,3,20,6,2026,3,IN,City
IN0290400,Westfield,0,1,0,2,5,18,2,2026,4,IN,City
IN0290400,Westfield,0,1,0,1,4,17,0,2026,5,IN,City
IN0290400,Westfield,0,0,0,0,0,0,0,2026,6,IN,City
KS0461000,Lenexa,0,2,1,6,3,31,5,2025,10,KS,City
KS0461000,Lenexa,0,3,2,8,3,30,4,2025,11,KS,City
KS0461000,Lenexa,0,2,0,5,1,52,3,2025,12,KS,City
KS0461000,Lenexa,0,3,1,4,1,47,3,2026,1,KS,City
KS0461000,Lenexa,0,2,1,8,3,46,3,2026,2,KS,City
KS0461000,Lenexa,0,1,2,11,1,43,5,2026,3,KS,City
KS0461000,Lenexa,0,2,1,14,2,21,1,2026,4,KS,City
KS0461000,Lenexa,0,2,0,10,4,36,5,2026,5,KS,City
KS0461000,Lenexa,0,2,0,0,2,20,3,2026,6,KS,City
KS0460900,Shawnee,0,0,1,3,4,54,8,2025,10,KS,City
KS0460900,Shawnee,0,2,2,11,3,36,13,2025,11,KS,City
KS0460900,Shawnee,0,0,0,9,89,55,3,2025,12,KS,City
KS0460900,Shawnee,0,1,0,15,5,34,4,2026,1,KS,City
KS0460900,Shawnee,0,2,0,14,4,36,6,2026,2,KS,City
KS0460900,Shawnee,0,2,1,14,3,44,4,2026,3,KS,City
KS0460900,Shawnee,0,0,1,18,8,31,3,2026,4,KS,City
KS0460900,Shawnee,0,0,0,8,17,41,3,2026,5,KS,City
KS0460900,Shawnee,0,2,0,8,5,30,0,2026,6,KS,City
KY0080000,Boone,0,0,0,2,6,27,5,2025,10,KY,County
KY0080000,Boone,0,2,1,3,3,27,6,2025,11,KY,County
KY0080000,Boone,0,1,0,3,4,22,6,2025,12,KY,County
KY0080000,Boone,0,0,0,3,5,16,5,2026,1,KY,County
KY0080000,Boone,0,1,1,5,4,33,1,2026,2,KY,County
KY0080000,Boone,0,2,0,2,4,37,2,2026,3,KY,County
KY0080000,Boone,0,0,0,0,5,38,4,2026,4,KY,County
KY0080000,Boone,0,0,0,2,4,45,3,2026,5,KY,County
KY0080000,Boone,0,0,0,3,2,34,8,2026,6,KY,County
KY1140100,Bowling Green,0,6,3,5,13,127,12,2025,10,KY,City
KY1140100,Bowling Green,0,2,2,10,13,117,6,2025,11,KY,City
KY1140100,Bowling Green,0,5,2,6,12,121,13,2025,12,KY,City
KY1140100,Bowling Green,0,3,2,11,8,109,11,2026,1,KY,City
KY1140100,Bowling Green,1,4,3,2,16,112,8,2026,2,KY,City
KY1140100,Bowling Green,0,4,1,9,12,132,11,2026,3,KY,City
KY1140100,Bowling Green,0,3,1,3,14,140,11,2026,4,KY,City
KY1140100,Bowling Green,0,6,3,1,14,114,16,2026,5,KY,City
KY1140100,Bowling Green,0,2,2,17,11,108,13,2026,6,KY,City
KY0300100,Owensboro,0,2,3,16,13,87,14,2025,10,KY,City
KY0300100,Owensboro,0,2,3,18,8,120,9,2025,11,KY,City
KY0300100,Owensboro,0,1,0,18,16,113,13,2025,12,KY,City
KY0300100,Owensboro,0,0,0,12,20,71,25,2026,1,KY,City
KY0300100,Owensboro,3,2,0,15,17,73,8,2026,2,KY,City
KY0300100,Owensboro,1,2,0,11,28,70,14,2026,3,KY,City
KY0300100,Owensboro,1,0,1,16,17,81,7,2026,4,KY,City
KY0300100,Owensboro,0,3,0,23,20,92,21,2026,5,KY,City
KY0300100,Owensboro,0,1,1,13,18,79,9,2026,6,KY,City
LA0080100,Bossier City,0,1,3,39,20,135,17,2025,10,LA,City
LA0080100,Bossier City,0,2,0,35,11,133,16,2025,11,LA,City
LA0080100,Bossier City,0,3,6,28,14,150,10,2025,12,LA,City
LA0080100,Bossier City,0,3,3,32,16,125,5,2026,1,LA,City
LA0080100,Bossier City,0,6,4,26,15,126,15,2026,2,LA,City
LA0080100,Bossier City,0,4,3,51,21,166,6,2026,3,LA,City
LA0080100,Bossier City,1,3,1,47,22,134,13,2026,4,LA,City
LA0080100,Bossier City,0,6,3,39,14,127,10,2026,5,LA,City
LA0080100,Bossier City,0,0,0,0,0,0,0,2026,6,LA,City
LA0170000,East Baton Rouge,0,0,3,31,39,270,19,2025,10,LA,County
LA0170000,East Baton Rouge,0,0,1,30,39,249,28,2025,11,LA,County
LA0170000,East Baton Rouge,0,2,5,20,50,271,34,2025,12,LA,County
LA0170000,East Baton Rouge,1,1,4,32,34,262,35,2026,1,LA,County
LA0170000,East Baton Rouge,0,1,3,22,39,191,22,2026,2,LA,County
LA0170000,East Baton Rouge,0,0,0,0,0,0,0,2026,3,LA,County
LA0170000,East Baton Rouge,0,0,0,0,0,0,0,2026,4,LA,County
LA0170000,East Baton Rouge,0,0,0,0,0,0,0,2026,5,LA,County
LA0170000,East Baton Rouge,0,0,0,0,0,0,0,2026,6,LA,County
LA0280300,Lafayette,0,4,9,102,92,252,26,2025,10,LA,City
LA0280300,Lafayette,0,7,4,106,65,206,18,2025,11,LA,City
LA0280300,Lafayette,0,1,7,81,105,259,17,2025,12,LA,City
LA0280300,Lafayette,0,5,3,84,75,232,15,2026,1,LA,City
LA0280300,Lafayette,1,1,8,82,102,213,17,2026,2,LA,City
LA0280300,Lafayette,0,5,5,105,76,245,16,2026,3,LA,City
LA0280300,Lafayette,0,4,6,106,79,241,12,2026,4,LA,City
LA0280300,Lafayette,0,1,3,104,93,208,24,2026,5,LA,City
LA0280300,Lafayette,0,0,0,0,0,0,0,2026,6,LA,City
LA0100200,Lake Charles,2,2,3,37,26,120,9,2025,10,LA,City
LA0100200,Lake Charles,0,2,4,35,33,112,9,2025,11,LA,City
LA0100200,Lake Charles,0,4,5,40,20,96,6,2025,12,LA,City
LA0100200,Lake Charles,0,6,5,31,19,110,11,2026,1,LA,City
LA0100200,Lake Charles,1,1,4,37,20,88,4,2026,2,LA,City
LA0100200,Lake Charles,1,6,5,23,25,125,8,2026,3,LA,City
LA0100200,Lake Charles,0,2,3,30,20,140,5,2026,4,LA,City
LA0100200,Lake Charles,0,1,4,47,39,136,10,2026,5,LA,City
LA0100200,Lake Charles,0,4,5,32,34,119,11,2026,6,LA,City
LA0320000,Livingston,0,7,2,50,30,74,23,2025,10,LA,County
LA0320000,Livingston,1,6,1,37,17,92,13,2025,11,LA,County
LA0320000,Livingston,1,2,0,23,23,101,15,2025,12,LA,County
LA0320000,Livingston,1,2,0,30,29,79,17,2026,1,LA,County
LA0320000,Livingston,1,3,2,28,24,97,13,2026,2,LA,County
LA0320000,Livingston,1,5,0,29,20,86,22,2026,3,LA,County
LA0320000,Livingston,1,4,0,26,26,80,17,2026,4,LA,County
LA0320000,Livingston,0,7,1,29,18,95,20,2026,5,LA,County
LA0320000,Livingston,0,3,0,29,26,71,22,2026,6,LA,County
LA0090100,Shreveport,4,16,7,105,68,364,86,2025,10,LA,City
LA0090100,Shreveport,4,11,9,131,53,345,62,2025,11,LA,City
LA0090100,Shreveport,3,8,9,117,71,325,83,2025,12,LA,City
LA0090100,Shreveport,2,5,8,99,83,279,56,2026,1,LA,City
LA0090100,Shreveport,0,6,14,108,63,289,47,2026,2,LA,City
LA0090100,Shreveport,1,11,10,125,81,347,56,2026,3,LA,City
LA0090100,Shreveport,15,9,6,141,63,342,60,2026,4,LA,City
LA0090100,Shreveport,1,7,6,170,55,313,59,2026,5,LA,City
LA0090100,Shreveport,0,0,0,0,0,0,0,2026,6,LA,City
MD0174100,Bowie,0,1,5,6,4,58,6,2025,10,MD,City
MD0174100,Bowie,0,1,4,9,2,86,6,2025,11,MD,City
MD0174100,Bowie,0,0,1,5,2,72,25,2025,12,MD,City
MD0174100,Bowie,0,1,2,2,1,45,11,2026,1,MD,City
MD0174100,Bowie,0,0,0,0,1,45,10,2026,2,MD,City
MD0174100,Bowie,0,0,0,8,5,79,13,2026,3,MD,City
MD0174100,Bowie,0,0,0,8,7,69,6,2026,4,MD,City
MD0174100,Bowie,0,0,0,7,2,68,12,2026,5,MD,City
MD0174100,Bowie,0,0,0,0,0,0,0,2026,6,MD,City
MD0140100,Howard,0,4,10,17,21,324,66,2025,10,MD,County
MD0140100,Howard,0,5,5,14,23,329,78,2025,11,MD,County
MD0140100,Howard,2,3,12,23,15,310,62,2025,12,MD,County
MD0140100,Howard,0,3,9,11,12,257,45,2026,1,MD,County
MD0140100,Howard,2,2,8,13,26,226,72,2026,2,MD,County
MD0140100,Howard,0,2,8,27,26,266,72,2026,3,MD,County
MD0140100,Howard,0,3,5,17,19,245,60,2026,4,MD,County
MD0140100,Howard,0,1,5,21,24,269,58,2026,5,MD,County
MD0140100,Howard,0,1,7,5,6,186,47,2026,6,MD,County
MD0190000,St. Mary's,1,6,2,24,10,85,7,2025,10,MD,County
MD0190000,St. Mary's,0,7,0,12,6,64,5,2025,11,MD,County
MD0190000,St. Mary's,0,7,1,12,13,75,8,2025,12,MD,County
MD0190000,St. Mary's,0,4,1,17,15,66,7,2026,1,MD,County
MD0190000,St. Mary's,0,2,0,13,11,82,6,2026,2,MD,County
MD0190000,St. Mary's,0,2,1,15,23,71,7,2026,3,MD,County
MD0190000,St. Mary's,0,3,2,24,13,97,11,2026,4,MD,County
MD0190000,St. Mary's,0,0,0,0,0,0,0,2026,5,MD,County
MD0190000,St. Mary's,0,0,0,0,0,0,0,2026,6,MD,County
MD0220000,Washington,0,3,7,13,8,57,4,2025,10,MD,County
MD0220000,Washington,0,0,1,16,9,30,4,2025,11,MD,County
MD0220000,Washington,0,1,0,5,7,37,10,2025,12,MD,County
MD0220000,Washington,0,0,0,22,3,41,2,2026,1,MD,County
MD0220000,Washington,0,0,0,11,5,36,3,2026,2,MD,County
MD0220000,Washington,0,1,0,18,5,27,8,2026,3,MD,County
MD0220000,Washington,0,0,1,7,3,27,10,2026,4,MD,County
MD0220000,Washington,0,2,0,13,8,24,0,2026,5,MD,County
MD0220000,Washington,0,0,0,9,5,20,3,2026,6,MD,County
MI8121800,Ann Arbor,0,6,2,28,17,183,12,2025,10,MI,City
MI8121800,Ann Arbor,0,1,4,28,18,157,7,2025,11,MI,City
MI8121800,Ann Arbor,1,4,5,34,13,155,4,2025,12,MI,City
MI8121800,Ann Arbor,0,1,1,15,14,135,7,2026,1,MI,City
MI8121800,Ann Arbor,0,3,3,10,10,116,6,2026,2,MI,City
MI8121800,Ann Arbor,0,8,2,20,12,145,10,2026,3,MI,City
MI8121800,Ann Arbor,0,8,1,23,6,107,3,2026,4,MI,City
MI8121800,Ann Arbor,0,5,2,22,11,160,7,2026,5,MI,City
MI8121800,Ann Arbor,0,5,3,13,14,142,11,2026,6,MI,City
MI1323700,Battle Creek,0,7,4,45,13,93,24,2025,10,MI,City
MI1323700,Battle Creek,0,6,0,23,15,83,14,2025,11,MI,City
MI1323700,Battle Creek,0,2,2,25,10,84,9,2025,12,MI,City
MI1323700,Battle Creek,0,5,2,36,10,93,1,2026,1,MI,City
MI1323700,Battle Creek,0,2,3,40,6,68,6,2026,2,MI,City
MI1323700,Battle Creek,0,5,1,34,8,83,7,2026,3,MI,City
MI1323700,Battle Creek,1,7,0,42,10,86,9,2026,4,MI,City
MI1323700,Battle Creek,0,9,1,35,23,75,9,2026,5,MI,City
MI1323700,Battle Creek,0,3,1,31,13,59,16,2026,6,MI,City
MI8290800,Canton Township,0,2,0,14,2,71,3,2025,10,MI,City
MI8290800,Canton Township,0,0,1,14,1,77,6,2025,11,MI,City
MI8290800,Canton Township,0,2,0,5,2,88,4,2025,12,MI,City
MI8290800,Canton Township,0,2,0,6,6,48,7,2026,1,MI,City
MI8290800,Canton Township,0,1,1,7,2,59,4,2026,2,MI,City
MI8290800,Canton Township,0,0,0,6,5,64,7,2026,3,MI,City
MI8290800,Canton Township,0,2,0,9,3,44,4,2026,4,MI,City
MI8290800,Canton Township,0,2,0,18,2,59,2,2026,5,MI,City
MI8290800,Canton Township,0,2,0,13,7,58,5,2026,6,MI,City
MI5084900,Clinton Township,0,2,2,22,7,77,18,2025,10,MI,City
MI5084900,Clinton Township,0,4,2,19,8,84,9,2025,11,MI,City
MI5084900,Clinton Township,0,4,3,21,7,94,13,2025,12,MI,City
MI5084900,Clinton Township,1,4,1,18,8,67,12,2026,1,MI,City
MI5084900,Clinton Township,0,3,3,23,3,57,6,2026,2,MI,City
MI5084900,Clinton Township,0,9,0,11,6,73,8,2026,3,MI,City
MI5084900,Clinton Township,0,6,1,6,1,52,15,2026,4,MI,City
MI5084900,Clinton Township,0,1,0,11,6,95,19,2026,5,MI,City
MI5084900,Clinton Township,0,0,0,0,0,0,0,2026,6,MI,City
MI8234300,Dearborn,0,3,1,21,6,149,28,2025,10,MI,City
MI8234300,Dearborn,0,1,2,6,3,107,30,2025,11,MI,City
MI8234300,Dearborn,0,3,2,21,4,121,17,2025,12,MI,City
MI8234300,Dearborn,0,1,3,16,6,91,15,2026,1,MI,City
MI8234300,Dearborn,0,1,3,14,5,126,12,2026,2,MI,City
MI8234300,Dearborn,0,5,1,32,4,127,11,2026,3,MI,City
MI8234300,Dearborn,0,1,2,19,8,92,21,2026,4,MI,City
MI8234300,Dearborn,0,0,1,21,5,138,15,2026,5,MI,City
MI8234300,Dearborn,0,0,2,17,7,144,16,2026,6,MI,City
MI8234400,Dearborn Heights,0,1,0,15,5,43,11,2025,10,MI,City
MI8234400,Dearborn Heights,0,1,3,15,1,57,16,2025,11,MI,City
MI8234400,Dearborn Heights,0,0,0,14,6,30,12,2025,12,MI,City
MI8234400,Dearborn Heights,0,0,0,6,4,23,12,2026,1,MI,City
MI8234400,Dearborn Heights,0,0,0,15,4,30,9,2026,2,MI,City
MI8234400,Dearborn Heights,0,1,3,27,9,26,5,2026,3,MI,City
MI8234400,Dearborn Heights,0,0,3,18,6,37,5,2026,4,MI,City
MI8234400,Dearborn Heights,0,1,3,25,7,43,20,2026,5,MI,City
MI8234400,Dearborn Heights,0,0,0,20,8,45,11,2026,6,MI,City
MI8234900,Detroit,12,36,68,744,383,1322,495,2025,10,MI,City
MI8234900,Detroit,18,53,80,663,334,1142,466,2025,11,MI,City
MI8234900,Detroit,5,30,63,605,299,1126,408,2025,12,MI,City
MI8234900,Detroit,9,51,61,618,267,1000,322,2026,1,MI,City
MI8234900,Detroit,17,34,48,526,252,900,411,2026,2,MI,City
MI8234900,Detroit,7,50,62,637,271,990,495,2026,3,MI,City
MI8234900,Detroit,10,63,75,761,256,1120,488,2026,4,MI,City
MI8234900,Detroit,10,49,91,934,281,1275,492,2026,5,MI,City
MI8234900,Detroit,12,38,85,924,253,1283,489,2026,6,MI,City
MI6338900,Farmington Hills,0,2,0,8,4,29,6,2025,10,MI,City
MI6338900,Farmington Hills,0,1,2,7,6,42,4,2025,11,MI,City
MI6338900,Farmington Hills,0,0,1,4,4,23,2,2025,12,MI,City
MI6338900,Farmington Hills,0,0,0,7,6,17,5,2026,1,MI,City
MI6338900,Farmington Hills,0,2,0,4,3,35,1,2026,2,MI,City
MI6338900,Farmington Hills,0,0,0,14,2,27,3,2026,3,MI,City
MI6338900,Farmington Hills,0,2,0,7,4,40,5,2026,4,MI,City
MI6338900,Farmington Hills,0,1,1,9,5,26,10,2026,5,MI,City
MI6338900,Farmington Hills,1,4,1,13,5,36,4,2026,6,MI,City
MI4143600,Grand Rapids,2,14,19,124,36,346,38,2025,10,MI,City
MI4143600,Grand Rapids,2,10,23,102,22,284,47,2025,11,MI,City
MI4143600,Grand Rapids,1,12,10,107,17,282,26,2025,12,MI,City
MI4143600,Grand Rapids,3,11,12,95,22,256,28,2026,1,MI,City
MI4143600,Grand Rapids,1,13,8,87,19,228,30,2026,2,MI,City
MI4143600,Grand Rapids,1,17,7,98,21,233,28,2026,3,MI,City
MI4143600,Grand Rapids,0,21,13,117,26,250,23,2026,4,MI,City
MI4143600,Grand Rapids,2,23,20,147,40,301,40,2026,5,MI,City
MI4143600,Grand Rapids,0,16,17,109,45,250,33,2026,6,MI,City
MI3913900,Kalamazoo,2,2,3,21,19,123,14,2025,10,MI,County
MI3949900,Kalamazoo,0,8,5,45,17,124,22,2025,10,MI,City
MI3913900,Kalamazoo,1,3,1,44,20,111,24,2025,11,MI,County
MI3949900,Kalamazoo,0,4,8,68,35,98,34,2025,11,MI,City
MI3913900,Kalamazoo,0,1,4,27,15,120,21,2025,12,MI,County
MI3949900,Kalamazoo,0,6,6,47,34,95,25,2025,12,MI,City
MI3913900,Kalamazoo,0,3,2,21,12,85,4,2026,1,MI,County
MI3949900,Kalamazoo,2,2,8,36,23,60,16,2026,1,MI,City
MI3913900,Kalamazoo,0,3,0,29,17,93,11,2026,2,MI,County
MI3949900,Kalamazoo,1,5,6,41,25,94,22,2026,2,MI,City
MI3913900,Kalamazoo,0,4,3,21,17,105,11,2026,3,MI,County
MI3949900,Kalamazoo,0,3,6,47,22,94,24,2026,3,MI,City
MI3913900,Kalamazoo,0,5,2,16,17,121,5,2026,4,MI,County
MI3949900,Kalamazoo,1,5,3,30,11,49,8,2026,4,MI,City
MI3913900,Kalamazoo,0,6,2,37,15,108,13,2026,5,MI,County
MI3949900,Kalamazoo,0,0,0,0,0,0,0,2026,5,MI,City
MI3913900,Kalamazoo,0,0,0,0,0,0,0,2026,6,MI,County
MI3949900,Kalamazoo,0,0,0,0,0,0,0,2026,6,MI,City
MI4114100,Kent,0,9,1,22,11,135,12,2025,10,MI,County
MI4114100,Kent,0,5,2,22,12,91,5,2025,11,MI,County
MI4114100,Kent,0,6,1,16,27,106,17,2025,12,MI,County
MI4114100,Kent,0,6,0,26,14,87,9,2026,1,MI,County
MI4114100,Kent,0,11,0,32,15,121,10,2026,2,MI,County
MI4114100,Kent,0,8,0,24,13,90,10,2026,3,MI,County
MI4114100,Kent,0,6,0,40,15,120,5,2026,4,MI,County
MI4114100,Kent,0,8,2,40,9,138,11,2026,5,MI,County
MI4114100,Kent,0,6,0,25,21,122,8,2026,6,MI,County
MI4185000,Kentwood,0,0,0,0,0,0,0,2025,10,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2025,11,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2025,12,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,1,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,2,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,3,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,4,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,5,MI,City
MI4185000,Kentwood,0,0,0,0,0,0,0,2026,6,MI,City
MI3351900,Lansing,0,8,8,54,16,89,23,2025,10,MI,City
MI3351900,Lansing,0,9,3,48,29,82,25,2025,11,MI,City
MI3351900,Lansing,0,5,3,72,22,67,28,2025,12,MI,City
MI3351900,Lansing,0,10,2,88,24,112,37,2026,1,MI,City
MI3351900,Lansing,1,10,7,82,21,107,31,2026,2,MI,City
MI3351900,Lansing,0,10,11,88,29,125,53,2026,3,MI,City
MI3351900,Lansing,0,7,6,100,54,115,39,2026,4,MI,City
MI3351900,Lansing,0,14,10,106,25,142,53,2026,5,MI,City
MI3351900,Lansing,0,10,12,99,35,126,51,2026,6,MI,City
MI4714700,Livingston,0,1,0,8,0,24,1,2025,10,MI,County
MI4714700,Livingston,0,1,0,6,0,13,4,2025,11,MI,County
MI4714700,Livingston,0,0,0,2,2,14,0,2025,12,MI,County
MI4714700,Livingston,0,0,0,2,0,17,1,2026,1,MI,County
MI4714700,Livingston,0,1,0,6,1,19,1,2026,2,MI,County
MI4714700,Livingston,0,0,0,0,0,0,0,2026,3,MI,County
MI4714700,Livingston,0,0,0,0,0,0,0,2026,4,MI,County
MI4714700,Livingston,0,0,0,0,0,0,0,2026,5,MI,County
MI4714700,Livingston,0,0,0,0,0,0,0,2026,6,MI,County
MI8253800,Livonia,0,0,0,15,5,67,9,2025,10,MI,City
MI8253800,Livonia,0,3,0,6,5,63,13,2025,11,MI,City
MI8253800,Livonia,0,3,0,14,3,56,4,2025,12,MI,City
MI8253800,Livonia,0,1,1,13,7,83,5,2026,1,MI,City
MI8253800,Livonia,0,2,1,8,2,46,5,2026,2,MI,City
MI8253800,Livonia,0,3,1,16,6,51,7,2026,3,MI,City
MI8253800,Livonia,0,1,0,13,3,79,6,2026,4,MI,City
MI8253800,Livonia,1,0,2,10,6,66,6,2026,5,MI,City
MI8253800,Livonia,4,0,0,21,7,88,9,2026,6,MI,City
MI5015000,Macomb,0,6,1,18,3,45,17,2025,10,MI,County
MI5015000,Macomb,0,5,3,16,6,29,3,2025,11,MI,County
MI5015000,Macomb,0,2,0,13,3,33,9,2025,12,MI,County
MI5015000,Macomb,0,4,1,25,4,20,4,2026,1,MI,County
MI5015000,Macomb,0,1,0,14,6,35,4,2026,2,MI,County
MI5015000,Macomb,0,4,1,6,3,38,10,2026,3,MI,County
MI5015000,Macomb,0,5,0,9,2,36,9,2026,4,MI,County
MI5015000,Macomb,0,0,0,0,0,0,0,2026,5,MI,County
MI5015000,Macomb,0,0,0,0,0,0,0,2026,6,MI,County
MI6362700,Novi,0,1,0,8,1,28,2,2025,10,MI,City
MI6362700,Novi,0,1,0,5,1,42,3,2025,11,MI,City
MI6362700,Novi,0,1,0,5,3,35,1,2025,12,MI,City
MI6362700,Novi,0,0,0,2,3,19,2,2026,1,MI,City
MI6362700,Novi,0,2,1,6,1,25,0,2026,2,MI,City
MI6362700,Novi,0,0,0,5,1,23,1,2026,3,MI,City
MI6362700,Novi,0,2,0,6,0,21,1,2026,4,MI,City
MI6362700,Novi,0,4,1,3,2,17,2,2026,5,MI,City
MI6362700,Novi,0,2,0,4,2,24,1,2026,6,MI,City
MI7017000,Ottawa,0,14,2,47,13,131,10,2025,10,MI,County
MI7017000,Ottawa,0,8,0,32,8,109,9,2025,11,MI,County
MI7017000,Ottawa,0,9,1,19,8,85,9,2025,12,MI,County
MI7017000,Ottawa,0,11,0,29,3,108,8,2026,1,MI,County
MI7017000,Ottawa,0,0,0,0,0,0,0,2026,2,MI,County
MI7017000,Ottawa,0,0,0,0,0,0,0,2026,3,MI,County
MI7017000,Ottawa,0,0,0,0,0,0,0,2026,4,MI,County
MI7017000,Ottawa,0,0,0,0,0,0,0,2026,5,MI,County
MI7017000,Ottawa,0,0,0,0,0,0,0,2026,6,MI,County
MI631900X,Pontiac,1,1,3,38,16,44,8,2025,10,MI,City
MI631900X,Pontiac,2,1,1,35,15,47,10,2025,11,MI,City
MI631900X,Pontiac,0,1,3,27,14,59,7,2025,12,MI,City
MI631900X,Pontiac,1,2,2,34,9,48,4,2026,1,MI,City
MI631900X,Pontiac,0,0,2,38,10,38,13,2026,2,MI,City
MI631900X,Pontiac,0,2,3,35,8,38,6,2026,3,MI,City
MI631900X,Pontiac,2,0,3,42,18,47,7,2026,4,MI,City
MI631900X,Pontiac,1,1,4,40,17,39,13,2026,5,MI,City
MI631900X,Pontiac,0,2,2,51,19,53,9,2026,6,MI,City
MI631910X,Rochester Hills,0,0,0,0,1,27,1,2025,10,MI,City
MI631910X,Rochester Hills,0,0,0,3,2,26,5,2025,11,MI,City
MI631910X,Rochester Hills,0,0,2,1,1,24,4,2025,12,MI,City
MI631910X,Rochester Hills,0,0,0,2,0,25,5,2026,1,MI,City
MI631910X,Rochester Hills,0,0,0,0,1,25,6,2026,2,MI,City
MI631910X,Rochester Hills,0,0,0,9,1,25,4,2026,3,MI,City
MI631910X,Rochester Hills,0,4,0,3,1,21,0,2026,4,MI,City
MI631910X,Rochester Hills,0,1,0,6,3,11,2,2026,5,MI,City
MI631910X,Rochester Hills,0,0,1,6,3,27,3,2026,6,MI,City
MI6371400,Royal Oak,1,0,0,7,2,39,5,2025,10,MI,City
MI6371400,Royal Oak,0,2,0,9,1,25,5,2025,11,MI,City
MI6371400,Royal Oak,0,0,0,5,2,31,1,2025,12,MI,City
MI6371400,Royal Oak,0,0,0,3,2,36,3,2026,1,MI,City
MI6371400,Royal Oak,0,0,0,3,0,20,5,2026,2,MI,City
MI6371400,Royal Oak,0,0,2,4,1,15,0,2026,3,MI,City
MI6371400,Royal Oak,0,0,0,4,2,11,1,2026,4,MI,City
MI6371400,Royal Oak,0,1,1,5,3,31,4,2026,5,MI,City
MI6371400,Royal Oak,0,0,0,1,3,38,5,2026,6,MI,City
MI5074000,Shelby Township,0,0,1,9,2,29,5,2025,10,MI,City
MI5074000,Shelby Township,2,0,0,5,2,19,2,2025,11,MI,City
MI5074000,Shelby Township,0,0,1,11,1,23,2,2025,12,MI,City
MI5074000,Shelby Township,0,2,0,8,2,32,1,2026,1,MI,City
MI5074000,Shelby Township,0,1,0,8,4,15,0,2026,2,MI,City
MI5074000,Shelby Township,0,0,0,18,1,26,0,2026,3,MI,City
MI5074000,Shelby Township,0,0,0,3,4,22,5,2026,4,MI,City
